user_id,date,day_of_week,age,gender,weight_kg,height_cm,fitness_level,primary_sport,recovery_score,day_strain,sleep_hours,sleep_efficiency,sleep_performance,light_sleep_hours,rem_sleep_hours,deep_sleep_hours,wake_ups,time_to_fall_asleep_min,hrv,resting_heart_rate,hrv_baseline,rhr_baseline,respiratory_rate,skin_temp_deviation,calories_burned,workout_completed,activity_type,activity_duration_min,activity_strain,avg_heart_rate,max_heart_rate,activity_calories,hr_zone_1_min,hr_zone_2_min,hr_zone_3_min,hr_zone_4_min,hr_zone_5_min,workout_time_of_day
USER_00001,2023-08-28,Monday,56,Female,53.9,167.2,Beginner,Weight Training,86.1,14.73,5.13,65.6,100.0,3.25,1.06,0.82,1,5.0,89.6,54.7,101,59,18.4,0.84,3812.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-08-29,Tuesday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,6.67,5.74,78.0,100.0,3.53,1.34,0.87,0,5.0,129.1,52.8,101,59,14.8,-0.3,2524.0,1,Weight Training,49,9.36,124.9,141.3,367.0,8.9,16.9,14.5,5.7,2.9,Afternoon
USER_00001,2023-08-30,Wednesday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,7.55,5.23,78.0,100.0,3.21,1.16,0.86,0,5.0,126.6,48.9,101,59,16.9,0.0,2897.0,1,Weight Training,71,6.93,120.1,136.5,394.0,14.6,22.3,19.1,8.7,6.3,Afternoon
USER_00001,2023-08-31,Thursday,56,Female,53.9,167.2,Beginner,Weight Training,77.1,15.33,4.24,68.4,100.0,2.44,1.04,0.76,2,6.4,99.3,56.6,101,59,12.2,-0.2,4299.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-09-01,Friday,56,Female,53.9,167.2,Beginner,Weight Training,74.6,7.72,6.87,68.8,100.0,4.08,1.61,1.19,0,5.0,100.5,59.3,101,59,13.7,0.24,3018.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-09-02,Saturday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,6.76,4.8,69.1,100.0,2.72,1.19,0.89,0,5.0,123.0,55.2,101,59,15.9,0.93,2858.0,1,Weight Training,48,7.23,120.7,137.1,278.0,8.6,12.0,14.7,8.4,4.3,Afternoon
USER_00001,2023-09-03,Sunday,56,Female,53.9,167.2,Beginner,Weight Training,58.9,7.07,6.63,74.4,100.0,4.07,1.46,1.1,0,5.0,111.8,52.7,101,59,16.0,-0.78,3066.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-09-04,Monday,56,Female,53.9,167.2,Beginner,Weight Training,89.5,7.3,5.69,67.7,100.0,3.43,1.33,0.93,0,6.7,118.7,55.9,101,59,15.3,0.13,2808.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-09-05,Tuesday,56,Female,53.9,167.2,Beginner,Weight Training,67.5,16.31,6.33,72.0,100.0,3.78,1.5,1.05,1,5.0,77.9,64.4,101,59,16.3,0.06,4211.0,1,Yoga,51,4.18,114.8,131.2,171.0,20.2,20.2,9.6,1.0,0.0,Afternoon
USER_00001,2023-09-06,Wednesday,56,Female,53.9,167.2,Beginner,Weight Training,97.8,9.16,4.73,63.4,100.0,2.87,0.98,0.88,2,5.0,119.6,52.1,101,59,18.7,0.58,3179.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-09-07,Thursday,56,Female,53.9,167.2,Beginner,Weight Training,52.8,14.45,5.36,77.7,100.0,3.17,1.3,0.89,0,5.0,89.3,59.4,101,59,15.6,-0.23,3731.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-09-08,Friday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,12.87,7.2,68.7,100.0,4.24,1.71,1.24,0,5.0,99.9,55.9,101,59,15.9,0.72,3697.0,1,Walking,59,2.77,112.0,128.4,131.0,23.2,24.6,7.6,3.7,0.0,Afternoon
USER_00001,2023-09-09,Saturday,56,Female,53.9,167.2,Beginner,Weight Training,65.5,7.52,5.77,74.1,100.0,3.35,1.27,1.15,1,5.0,116.2,50.7,101,59,16.3,0.6,2940.0,1,Weight Training,56,11.75,129.5,145.9,526.0,6.2,11.3,15.2,15.8,7.5,Afternoon
USER_00001,2023-09-10,Sunday,56,Female,53.9,167.2,Beginner,Weight Training,80.8,10.84,5.25,70.3,100.0,3.15,1.05,1.04,0,5.0,87.2,57.0,101,59,14.9,0.06,3567.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-09-11,Monday,56,Female,53.9,167.2,Beginner,Weight Training,99.5,11.12,5.81,77.5,100.0,3.56,1.34,0.91,0,5.0,98.7,52.7,101,59,16.4,0.15,3230.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-09-12,Tuesday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,6.37,6.45,56.8,100.0,4.07,1.3,1.07,1,5.0,117.2,51.3,101,59,15.3,-0.2,3050.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-09-13,Wednesday,56,Female,53.9,167.2,Beginner,Weight Training,83.1,7.88,6.05,70.8,100.0,3.54,1.49,1.03,0,5.0,108.4,55.1,101,59,16.3,0.21,3093.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-09-14,Thursday,56,Female,53.9,167.2,Beginner,Weight Training,78.4,4.8,6.48,64.1,100.0,3.95,1.53,0.99,1,11.0,107.1,57.6,101,59,17.8,-0.03,2568.0,1,Walking,53,2.41,111.3,127.7,102.0,21.7,20.9,9.2,1.2,0.0,Morning
USER_00001,2023-09-15,Friday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,10.48,4.98,69.0,100.0,3.05,1.08,0.85,0,5.0,103.7,59.3,101,59,18.0,0.85,3236.0,1,Walking,50,4.66,115.7,132.1,186.0,18.8,19.8,9.1,2.3,0.0,Afternoon
USER_00001,2023-09-16,Saturday,56,Female,53.9,167.2,Beginner,Weight Training,82.8,11.53,5.64,87.3,100.0,3.32,1.39,0.93,0,5.0,101.2,58.9,101,59,16.8,0.31,3606.0,1,CrossFit,49,15.18,136.2,152.6,595.0,4.0,7.9,12.4,15.1,9.6,Evening
USER_00001,2023-09-17,Sunday,56,Female,53.9,167.2,Beginner,Weight Training,33.7,5.92,6.91,65.6,100.0,4.33,1.39,1.19,1,16.8,97.8,53.7,101,59,15.3,0.67,2495.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-09-18,Monday,56,Female,53.9,167.2,Beginner,Weight Training,79.8,4.9,6.06,66.5,100.0,3.52,1.49,1.05,1,5.0,120.3,48.2,101,59,16.5,-0.45,2813.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-09-19,Tuesday,56,Female,53.9,167.2,Beginner,Weight Training,88.1,16.67,5.95,85.0,100.0,3.57,1.47,0.91,1,5.0,95.3,57.9,101,59,12.6,0.16,4275.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-09-20,Wednesday,56,Female,53.9,167.2,Beginner,Weight Training,62.2,18.4,4.28,61.8,100.0,2.75,0.87,0.66,2,5.0,101.1,61.3,101,59,13.1,-0.32,4788.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-09-21,Thursday,56,Female,53.9,167.2,Beginner,Weight Training,70.9,14.01,6.02,65.7,100.0,3.48,1.41,1.13,0,5.7,91.0,58.7,101,59,15.7,-0.16,3781.0,1,Weight Training,47,9.88,125.9,142.3,371.0,9.4,15.4,13.3,8.0,0.9,Evening
USER_00001,2023-09-22,Friday,56,Female,53.9,167.2,Beginner,Weight Training,78.8,14.87,5.56,65.9,100.0,3.51,1.16,0.88,0,5.0,95.4,59.2,101,59,15.1,0.43,4101.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-09-23,Saturday,56,Female,53.9,167.2,Beginner,Weight Training,61.2,5.29,7.28,66.1,100.0,4.26,1.67,1.35,0,11.2,111.3,52.6,101,59,17.6,1.45,2770.0,1,Weight Training,67,10.99,128.1,144.5,589.0,4.7,13.0,19.6,25.0,4.8,Evening
USER_00001,2023-09-24,Sunday,56,Female,53.9,167.2,Beginner,Weight Training,83.9,11.25,7.28,71.2,100.0,4.21,1.69,1.38,0,5.0,100.1,59.4,101,59,15.5,-0.0,3553.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-09-25,Monday,56,Female,53.9,167.2,Beginner,Weight Training,82.3,6.97,5.73,82.7,100.0,3.37,1.24,1.13,1,5.0,115.2,54.2,101,59,14.5,-0.36,2683.0,1,CrossFit,54,15.01,135.9,152.3,648.0,0.7,9.8,15.1,18.0,10.3,Morning
USER_00001,2023-09-26,Tuesday,56,Female,53.9,167.2,Beginner,Weight Training,77.8,13.07,5.29,83.6,100.0,3.25,1.13,0.91,0,5.0,94.5,56.1,101,59,14.7,-0.35,3903.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-09-27,Wednesday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,7.56,8.0,50.0,100.0,4.8,1.77,1.43,0,5.0,133.8,53.2,101,59,16.4,-0.64,2844.0,1,Walking,51,4.75,115.9,132.3,194.0,21.8,18.7,7.6,2.9,0.0,Afternoon
USER_00001,2023-09-28,Thursday,56,Female,53.9,167.2,Beginner,Weight Training,73.0,16.38,5.31,55.1,100.0,3.04,1.3,0.96,0,11.7,84.8,59.7,101,59,19.2,-0.0,4419.0,1,Weight Training,54,8.77,123.7,140.1,379.0,10.0,16.6,19.8,6.9,0.6,Afternoon
USER_00001,2023-09-29,Friday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,13.48,4.83,57.9,100.0,2.81,1.19,0.83,1,5.0,107.8,54.0,101,59,13.2,0.54,3564.0,1,Yoga,44,4.56,115.5,131.9,160.0,16.1,16.3,6.4,3.8,1.5,Morning
USER_00001,2023-09-30,Saturday,56,Female,53.9,167.2,Beginner,Weight Training,56.5,10.69,4.07,74.7,100.0,2.31,0.95,0.81,0,5.5,79.2,55.5,101,59,17.5,0.18,3996.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-10-01,Sunday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,10.37,4.91,74.2,100.0,3.15,1.01,0.75,1,9.5,113.7,53.8,101,59,18.3,-0.35,3050.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-10-02,Monday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,14.18,6.42,78.4,100.0,4.06,1.38,0.98,1,5.0,115.5,52.5,101,59,16.9,-0.36,4147.0,1,CrossFit,52,14.96,135.8,152.2,622.0,5.0,11.5,15.0,14.6,6.0,Morning
USER_00001,2023-10-03,Tuesday,56,Female,53.9,167.2,Beginner,Weight Training,85.1,18.25,7.44,86.2,100.0,4.42,1.68,1.33,1,5.0,101.1,62.0,101,59,17.3,0.2,4459.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-10-04,Wednesday,56,Female,53.9,167.2,Beginner,Weight Training,59.1,11.7,5.87,67.8,100.0,3.36,1.47,1.04,2,5.7,100.2,61.1,101,59,15.0,0.49,3781.0,1,Weight Training,45,10.05,126.2,142.6,362.0,3.8,8.3,14.1,12.9,5.8,Morning
USER_00001,2023-10-05,Thursday,56,Female,53.9,167.2,Beginner,Weight Training,67.3,11.53,6.85,75.5,100.0,4.05,1.6,1.2,1,5.0,100.3,57.9,101,59,15.3,0.32,3403.0,1,Weight Training,68,10.84,127.8,144.2,590.0,6.8,16.5,18.1,21.5,5.0,Morning
USER_00001,2023-10-06,Friday,56,Female,53.9,167.2,Beginner,Weight Training,72.0,1.32,6.69,86.8,100.0,3.99,1.59,1.11,1,5.0,108.0,49.6,101,59,13.3,-0.79,2081.0,1,Running,36,14.74,135.4,151.8,425.0,4.5,6.4,11.5,11.3,2.2,Evening
USER_00001,2023-10-07,Saturday,56,Female,53.9,167.2,Beginner,Weight Training,54.4,6.49,6.67,51.6,100.0,3.99,1.51,1.17,0,5.0,95.1,61.9,101,59,15.3,0.08,3018.0,1,Weight Training,62,13.95,133.8,150.2,692.0,7.7,13.8,17.9,16.4,6.2,Evening
USER_00001,2023-10-08,Sunday,56,Female,53.9,167.2,Beginner,Weight Training,91.2,10.05,6.97,72.5,100.0,4.13,1.74,1.1,2,5.0,120.2,51.6,101,59,17.6,-0.09,3336.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-10-09,Monday,56,Female,53.9,167.2,Beginner,Weight Training,48.3,12.34,5.52,73.7,100.0,3.5,1.17,0.85,0,5.0,94.9,59.6,101,59,18.8,0.42,3825.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-10-10,Tuesday,56,Female,53.9,167.2,Beginner,Weight Training,64.8,19.82,6.22,67.0,100.0,3.77,1.32,1.14,3,7.9,64.7,61.7,101,59,16.9,-0.34,4604.0,1,Running,71,12.48,131.0,147.4,709.0,4.7,13.7,25.7,22.3,4.6,Morning
USER_00001,2023-10-11,Wednesday,56,Female,53.9,167.2,Beginner,Weight Training,67.0,10.37,6.02,71.0,100.0,3.74,1.33,0.95,0,5.4,98.6,59.7,101,59,16.3,0.61,3354.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-10-12,Thursday,56,Female,53.9,167.2,Beginner,Weight Training,74.6,12.94,5.14,63.9,100.0,3.11,1.12,0.91,1,5.0,97.4,58.5,101,59,15.4,0.65,3826.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-10-13,Friday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,8.62,5.13,67.5,100.0,3.3,1.05,0.77,0,15.7,118.7,55.4,101,59,14.3,0.03,2689.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-10-14,Saturday,56,Female,53.9,167.2,Beginner,Weight Training,78.5,8.16,6.83,64.4,100.0,4.43,1.37,1.03,0,7.0,96.5,62.1,101,59,15.5,0.0,3355.0,1,Cycling,56,10.53,127.2,143.6,472.0,5.0,11.4,15.1,18.1,6.4,Evening
USER_00001,2023-10-15,Sunday,56,Female,53.9,167.2,Beginner,Weight Training,84.5,6.28,5.62,71.2,100.0,3.38,1.14,1.1,1,5.0,114.5,59.4,101,59,13.9,-0.08,2884.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-10-16,Monday,56,Female,53.9,167.2,Beginner,Weight Training,76.0,9.44,5.42,72.0,100.0,3.4,1.14,0.88,0,5.0,117.6,58.4,101,59,16.0,0.39,3270.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-10-17,Tuesday,56,Female,53.9,167.2,Beginner,Weight Training,58.3,11.47,5.86,67.5,100.0,3.42,1.31,1.13,0,16.0,92.6,56.1,101,59,18.7,-0.72,3410.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-10-18,Wednesday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,7.8,5.86,51.5,100.0,3.52,1.46,0.88,3,7.3,113.5,51.6,101,59,16.0,-0.69,2877.0,1,Weight Training,53,9.83,125.8,142.2,417.0,10.3,14.0,17.7,10.2,0.8,Morning
USER_00001,2023-10-19,Thursday,56,Female,53.9,167.2,Beginner,Weight Training,88.6,7.23,6.41,82.7,100.0,3.95,1.3,1.16,0,5.0,98.7,55.8,101,59,17.2,0.29,2859.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-10-20,Friday,56,Female,53.9,167.2,Beginner,Weight Training,93.5,7.78,6.44,75.7,100.0,3.82,1.56,1.06,2,5.0,114.7,50.0,101,59,19.7,0.49,2974.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-10-21,Saturday,56,Female,53.9,167.2,Beginner,Weight Training,78.7,11.46,5.94,50.0,100.0,3.63,1.21,1.09,2,24.6,101.9,53.3,101,59,15.9,-0.52,3614.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-10-22,Sunday,56,Female,53.9,167.2,Beginner,Weight Training,87.9,5.25,5.48,77.7,100.0,3.07,1.32,1.09,0,5.0,85.9,53.2,101,59,14.9,0.19,2988.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-10-23,Monday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,7.86,5.81,65.9,100.0,3.49,1.42,0.91,1,6.4,118.2,48.4,101,59,18.6,-0.33,3124.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-10-24,Tuesday,56,Female,53.9,167.2,Beginner,Weight Training,64.9,10.79,6.2,58.2,100.0,3.58,1.46,1.17,1,5.0,99.1,55.0,101,59,17.3,0.01,2954.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-10-25,Wednesday,56,Female,53.9,167.2,Beginner,Weight Training,99.5,21.0,6.22,72.9,100.0,3.82,1.37,1.04,0,5.0,85.8,61.7,101,59,14.7,-1.05,4916.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-10-26,Thursday,56,Female,53.9,167.2,Beginner,Weight Training,67.1,10.15,5.58,51.1,100.0,3.53,1.13,0.93,0,5.0,122.3,62.9,101,59,14.5,-1.02,3302.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-10-27,Friday,56,Female,53.9,167.2,Beginner,Weight Training,91.8,15.71,5.41,76.5,100.0,3.32,1.27,0.82,0,6.7,92.9,59.9,101,59,12.2,0.33,3996.0,1,Swimming,55,9.73,125.6,142.0,428.0,11.0,17.1,18.6,7.6,0.8,Morning
USER_00001,2023-10-28,Saturday,56,Female,53.9,167.2,Beginner,Weight Training,78.7,0.0,7.26,75.6,100.0,4.59,1.57,1.1,2,5.0,120.4,46.9,101,59,16.3,-0.13,1626.0,1,Weight Training,55,12.7,131.4,147.8,559.0,6.6,10.0,16.0,16.6,5.8,Evening
USER_00001,2023-10-29,Sunday,56,Female,53.9,167.2,Beginner,Weight Training,71.8,5.43,6.93,75.3,100.0,4.22,1.55,1.17,0,5.0,116.5,46.7,101,59,21.1,0.27,2644.0,1,Weight Training,72,7.94,122.1,138.5,457.0,14.3,22.2,20.1,9.5,5.9,Morning
USER_00001,2023-10-30,Monday,56,Female,53.9,167.2,Beginner,Weight Training,96.8,11.25,6.44,73.2,100.0,4.02,1.31,1.11,0,5.0,93.7,50.9,101,59,18.0,-0.88,3423.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-10-31,Tuesday,56,Female,53.9,167.2,Beginner,Weight Training,48.6,20.62,6.63,70.6,100.0,4.11,1.49,1.03,0,6.4,60.4,62.7,101,59,15.6,-0.19,4903.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-11-01,Wednesday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,13.61,4.41,68.2,100.0,2.54,1.06,0.81,0,7.2,110.5,54.9,101,59,15.0,1.35,4006.0,1,Weight Training,51,8.38,123.0,139.4,342.0,10.4,12.8,17.1,8.7,1.9,Afternoon
USER_00001,2023-11-02,Thursday,56,Female,53.9,167.2,Beginner,Weight Training,79.5,14.02,6.09,78.6,100.0,3.79,1.27,1.03,1,5.0,106.8,60.7,101,59,16.7,0.05,3723.0,1,HIIT,33,15.85,137.5,153.9,418.0,0.6,4.9,7.4,12.5,7.5,Afternoon
USER_00001,2023-11-03,Friday,56,Female,53.9,167.2,Beginner,Weight Training,68.1,9.26,6.78,74.7,100.0,4.29,1.43,1.06,1,10.0,104.8,58.0,101,59,16.0,-0.15,3071.0,1,Weight Training,46,12.8,131.6,148.0,471.0,6.0,9.1,14.8,13.5,2.5,Morning
USER_00001,2023-11-04,Saturday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,6.3,5.1,68.3,100.0,3.15,1.05,0.9,0,5.0,113.1,48.9,101,59,18.1,0.61,2951.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-11-05,Sunday,56,Female,53.9,167.2,Beginner,Weight Training,86.0,3.62,5.86,72.4,100.0,3.66,1.32,0.88,0,5.0,131.9,47.2,101,59,19.5,-0.06,2121.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-11-06,Monday,56,Female,53.9,167.2,Beginner,Weight Training,59.7,9.47,6.2,64.4,100.0,3.7,1.46,1.04,1,20.6,92.3,63.5,101,59,14.7,0.57,2990.0,1,Weight Training,65,11.62,129.3,145.7,604.0,4.9,12.4,21.7,20.5,5.5,Afternoon
USER_00001,2023-11-07,Tuesday,56,Female,53.9,167.2,Beginner,Weight Training,68.5,19.67,6.84,74.9,100.0,4.28,1.51,1.05,2,5.0,89.5,62.0,101,59,15.5,0.04,4648.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-11-08,Wednesday,56,Female,53.9,167.2,Beginner,Weight Training,75.9,10.99,6.15,54.1,100.0,3.71,1.37,1.06,0,18.9,83.5,60.0,101,59,16.0,-0.63,3547.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-11-09,Thursday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,15.44,6.58,75.4,100.0,3.67,1.64,1.28,0,5.0,124.1,63.3,101,59,14.6,0.81,4192.0,1,Weight Training,71,8.07,122.4,138.8,458.0,12.9,20.3,22.2,9.6,6.1,Afternoon
USER_00001,2023-11-10,Friday,56,Female,53.9,167.2,Beginner,Weight Training,92.4,11.19,7.13,72.3,100.0,4.08,1.63,1.41,0,5.0,127.4,55.2,101,59,15.3,0.52,3310.0,1,Weight Training,51,6.2,118.7,135.1,253.0,11.1,14.9,13.8,9.1,2.1,Morning
USER_00001,2023-11-11,Saturday,56,Female,53.9,167.2,Beginner,Weight Training,60.8,4.84,5.65,53.7,100.0,3.36,1.17,1.12,1,5.0,118.5,60.1,101,59,17.3,0.77,2543.0,1,Weight Training,58,8.03,122.3,138.7,372.0,12.4,15.5,15.2,11.5,3.6,Afternoon
USER_00001,2023-11-12,Sunday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,7.0,6.61,54.4,100.0,4.25,1.34,1.02,4,5.0,111.8,50.6,101,59,16.3,-0.46,3002.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-11-13,Monday,56,Female,53.9,167.2,Beginner,Weight Training,77.7,12.88,6.78,61.1,100.0,3.98,1.51,1.29,1,5.0,119.1,59.6,101,59,17.3,0.68,4058.0,1,CrossFit,52,15.65,137.2,153.6,651.0,1.5,8.1,15.5,17.2,9.7,Morning
USER_00001,2023-11-14,Tuesday,56,Female,53.9,167.2,Beginner,Weight Training,65.8,1.91,6.63,59.4,100.0,3.88,1.62,1.13,0,5.0,117.7,49.9,101,59,16.2,0.22,2104.0,1,Weight Training,49,9.47,125.1,141.5,371.0,7.3,15.3,15.6,8.4,2.4,Morning
USER_00001,2023-11-15,Wednesday,56,Female,53.9,167.2,Beginner,Weight Training,95.1,8.84,6.58,63.1,100.0,3.96,1.58,1.05,2,5.2,122.2,52.7,101,59,17.8,0.06,3101.0,1,Yoga,58,3.79,114.0,130.4,176.0,23.2,24.6,6.7,3.4,0.0,Morning
USER_00001,2023-11-16,Thursday,56,Female,53.9,167.2,Beginner,Weight Training,47.5,15.12,5.46,95.5,100.0,3.34,1.09,1.03,0,5.0,76.2,66.0,101,59,14.0,-0.28,3838.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-11-17,Friday,56,Female,53.9,167.2,Beginner,Weight Training,90.9,10.87,4.96,51.5,100.0,3.08,1.13,0.75,3,8.1,102.0,54.7,101,59,16.7,0.52,3040.0,1,Weight Training,45,8.03,122.3,138.7,289.0,8.5,12.3,14.6,7.4,2.2,Morning
USER_00001,2023-11-18,Saturday,56,Female,53.9,167.2,Beginner,Weight Training,69.2,0.0,6.24,72.0,100.0,3.75,1.39,1.11,0,5.0,142.4,54.3,101,59,14.9,0.09,1849.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-11-19,Sunday,56,Female,53.9,167.2,Beginner,Weight Training,89.2,8.08,5.67,90.7,100.0,3.4,1.3,0.97,1,5.0,105.3,51.2,101,59,20.3,0.17,3152.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00002,2023-01-01,Sunday,56,Male,88.8,184.0,Elite,CrossFit,66.3,6.16,7.27,66.9,100.0,4.25,1.74,1.27,1,9.9,93.7,47.1,81,48,15.6,0.15,2856.0,1,CrossFit,52,16.58,139.0,155.4,690.0,0.8,5.9,15.2,19.8,10.3,Evening
USER_00002,2023-01-02,Monday,56,Male,88.8,184.0,Elite,CrossFit,100.0,9.36,7.01,65.2,100.0,4.43,1.51,1.08,0,9.3,98.9,40.7,81,48,17.8,0.44,3272.0,1,Yoga,53,4.57,115.5,131.9,194.0,23.0,19.0,8.2,2.9,0.0,Morning
USER_00002,2023-01-03,Tuesday,56,Male,88.8,184.0,Elite,CrossFit,59.4,4.18,5.17,76.5,100.0,2.95,1.24,0.98,0,5.0,84.1,43.7,81,48,12.4,-0.44,2698.0,1,CrossFit,51,11.26,128.6,145.0,459.0,4.5,10.8,16.0,14.2,5.4,Evening
USER_00002,2023-01-04,Wednesday,56,Male,88.8,184.0,Elite,CrossFit,51.1,10.76,5.83,66.9,100.0,3.34,1.37,1.12,1,8.7,85.6,47.9,81,48,14.3,-0.38,3219.0,1,CrossFit,70,17.82,141.4,157.8,998.0,3.9,8.2,16.4,27.9,13.5,Afternoon
USER_00002,2023-01-05,Thursday,56,Male,88.8,184.0,Elite,CrossFit,67.1,13.96,5.31,75.6,100.0,3.1,1.3,0.91,1,5.0,67.7,50.0,81,48,18.4,0.22,4028.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
